"strain","resistance","UMAP1","UMAP2","UMAP3","UMAP4","UMAP5","UMAP6","UMAP7","UMAP8"
"DA63600","nonHR",-16.8043899536133,-2.35832405090332,-1.97705352306366,1.19792938232422,3.63083553314209,-0.937799215316772,0.283978372812271,2.35286116600037
"DA63602","nonHR",-10.9796800613403,0.992363750934601,-2.77350687980652,-3.36386513710022,2.93271684646606,-0.362917631864548,-0.215599864721298,2.91735935211182
"DA63606","nonHR",-17.1069946289062,-2.70160865783691,-1.48458731174469,1.23371267318726,4.08304214477539,-0.571668446063995,-0.0633402839303017,2.89092135429382
"DA63608","HR",-0.86404824256897,7.02819013595581,2.37190437316895,-0.237349390983582,-2.38914346694946,1.96652865409851,3.18127036094666,-2.90193152427673
"DA63610","nonHR",9.10842323303223,-1.45127308368683,0.330368429422379,-0.0804878622293472,-1.68584096431732,0.97218132019043,-0.871762275695801,-0.883985280990601
"DA63612","nonHR",10.2187824249268,-2.47275304794312,0.885048031806946,0.269863694906235,-0.553147494792938,-0.17952960729599,-1.51665091514587,-1.52589976787567
"DA63614","nonHR",11.0267629623413,-1.64387965202332,0.614989638328552,0.591751992702484,-1.93935656547546,-0.266777604818344,-1.87673079967499,-0.357447683811188
"DA63616","nonHR",-17.0407447814941,-2.30792498588562,-1.35337328910828,2.10635471343994,4.49119853973389,-1.0383266210556,0.192197263240814,2.46985077857971
"DA63618","nonHR",-3.86571645736694,0.789062857627869,0.253475040197372,0.633994519710541,0.569056391716003,-0.0783588588237762,0.966602504253387,-0.336141973733902
"DA63620","nonHR",11.0587329864502,-1.11422109603882,0.33702477812767,0.384256273508072,-2.4563729763031,0.706591129302979,-1.82387042045593,-0.0651417076587677
"DA63622","nonHR",11.0589876174927,-1.49373209476471,0.59590095281601,0.650879919528961,-2.01119923591614,-0.242949739098549,-1.88750195503235,-0.317718923091888
"DA63624","nonHR",10.3817262649536,-2.77044582366943,1.44559061527252,0.391070693731308,-0.788616240024567,0.343192458152771,-2.17746591567993,-1.21391797065735
"DA63626","nonHR",10.9064168930054,-1.58413600921631,0.52906745672226,0.688622117042542,-1.57137811183929,-0.589895248413086,-1.85212278366089,-0.731569170951843
"DA63628","nonHR",-16.9184036254883,-2.57223534584045,-1.55437707901001,1.62717163562775,3.95860767364502,-0.729172587394714,0.13051201403141,3.17102646827698
"DA63630","nonHR",6.04224252700806,-0.590879261493683,0.104935899376869,-0.214613780379295,-1.06786370277405,-0.543980896472931,0.166884496808052,-0.377784609794617
"DA63632","nonHR",10.8370666503906,-2.82320523262024,1.20458388328552,0.428244173526764,-0.876263558864594,0.227569326758385,-1.87783539295197,-1.13541877269745
"DA63634","nonHR",7.37062406539917,-1.12835955619812,0.227605164051056,-0.125725880265236,-1.23326885700226,-0.320655792951584,-0.452765941619873,-0.631744384765625
"DA63636","nonHR",10.8098459243774,-1.16013276576996,0.446937650442123,0.116924412548542,-2.21592998504639,0.425846070051193,-1.42022132873535,-0.305239349603653
"DA63638","nonHR",-10.8773412704468,0.765898287296295,-3.08112835884094,-2.99847102165222,2.76642441749573,-0.608948767185211,-0.150696560740471,3.15194749832153
"DA63640","nonHR",10.833291053772,-2.51569485664368,0.8023681640625,-0.0292341709136963,-0.696906864643097,-0.396190166473389,-1.13307464122772,-1.31213521957397
"DA63642","nonHR",10.7124643325806,-2.63412189483643,1.30346190929413,0.468547165393829,-0.874318957328796,0.271779954433441,-1.53845047950745,-1.07055974006653
